Time,AF Buffalo,AF Roast Garlic,AF Spinach and Feta,AF Spicy Jalapeno,TJ Apple,TJ Roast Garlic,TJ Sweet Italien,TJ Tomato
1.335,75.2392467,81.01134538,83.68594268,74.83640344,77.60805181,91.45463665,85.39057148,90.25315528
1.34,75.55696696,81.38518176,84.06791182,75.17960638,77.88863241,91.83226831,85.71859325,90.60259334
1.345,75.88417544,81.7744704,84.44093493,75.52118276,78.1621646,92.19932738,86.04797047,90.95962199
1.35,76.19972696,82.13881854,84.82371734,75.85760839,78.44057647,92.56096459,86.35511813,91.31366862
1.355,76.51636284,82.48744332,85.19294515,76.21409485,78.72630782,92.94130719,86.67473603,91.67151055
1.36,76.84709553,82.85911096,85.5819627,76.55648451,79.0074306,93.32408963,87.00329998,92.04643127
1.365,77.17918368,83.23864027,85.95688343,76.88531955,79.29261977,93.68952213,87.31017654,92.38719439
1.37,77.51479603,83.60407278,86.35186502,77.21876317,79.56696525,94.04492421,87.64362015,92.76889245
1.375,77.87534888,83.96435454,86.74278021,77.55681535,79.82206317,94.39788647,87.96947318,93.13513824
1.38,78.22316039,84.32626285,87.14833439,77.89866282,80.09559537,94.76087916,88.27634973,93.49216688
1.385,78.56961643,84.68464696,87.53680976,78.2510829,80.38756185,95.12820932,88.59705201,93.83401436
1.39,78.90631315,85.0489951,87.91633906,78.60404516,80.6803416,95.50990735,88.90175983,94.17450638
1.395,79.26578163,85.42256038,88.29695276,78.94155516,80.96797061,95.86314073,89.22083554,94.50551015
1.4,79.60329163,85.80480062,88.67675316,79.29804162,81.22333962,96.22016936,89.52445899,94.83759829
1.405,79.94541019,86.1892096,89.07092147,79.65723901,81.48602812,96.58397533,89.84272143,95.20248863
1.41,80.27261868,86.56060614,89.44096254,80.01291219,81.77230166,96.96350464,90.16288152,95.544065
1.415,80.60958649,86.92549647,89.83540194,80.36668773,82.04474949,97.34303396,90.47951741,95.8921476
1.42,80.95550036,87.2936399,90.2238773,80.70826412,82.33319177,97.73964208,90.79479783,96.251345
1.425,81.29924548,87.68482619,90.58199031,81.07532318,82.6053685,98.12621983,91.09598145,96.60810255
1.43,81.64136404,88.09038037,90.98158046,81.41879721,82.87564759,98.48406173,91.43403363,96.96323354
1.435,81.97263892,88.4655722,91.38442372,81.76281343,83.12857677,98.83458416,91.74687422,97.33706992
1.44,82.32966756,88.84483043,91.77506783,82.11577569,83.38448796,99.20733617,92.06513666,97.69084547
1.445,82.66771975,89.20755201,92.18929696,82.46928013,83.6531405,99.5790038,92.35683205,98.04055463
1.45,83.01932655,89.58409931,92.56692863,82.82414004,83.94727572,99.93549026,92.66940154,98.38701066
1.455,83.36632478,89.98043636,92.96462114,83.17656012,84.21809699,100.3207125,92.96895861,98.73400889
1.46,83.72254015,90.34749542,93.360416,83.53494423,84.47427928,100.6769279,93.27719063,99.08019385
1.465,84.06574308,90.72756692,93.77491622,83.9090517,84.72314207,101.0472401,93.57268131,99.40984217
1.47,84.41762097,91.09435489,94.16040956,84.28858101,84.95736588,101.4321912,93.88741955,99.76144895
1.475,84.75702863,91.46412488,94.57355434,84.64804949,85.23523557,101.8076542,94.19782031,100.1003144
1.48,85.11866584,91.85856428,94.96338515,85.00399377,85.48653818,102.2183591,94.50144377,100.4521923
1.485,85.4648508,92.25029275,95.36378859,85.3756614,85.77172735,102.5751166,94.79991645,100.797564
1.49,85.81130684,92.64690088,95.75931235,85.73269005,86.01923468,102.9500374,95.11140159,101.1391404
1.495,86.1677933,93.04296682,96.151583,86.09405617,86.26809748,103.3100481,95.42369999,101.4782769
1.5,86.49988145,93.41544774,96.54466694,86.4624707,86.5158759,103.6722275,95.73681168,101.8456071
1.505,86.84742187,93.79226613,96.94615474,86.81624625,86.76609415,104.0474193,96.04748353,102.2069732
1.51,87.19035371,94.19131409,97.34926907,87.1835764,87.02607174,104.4147494,96.36249286,102.5558691
1.515,87.54440034,94.58846442,97.75129906,87.54114724,87.27656108,104.7875015,96.66611633,102.9012408
1.52,87.90522428,94.98615691,98.1836914,87.91742344,87.52027313,105.1369395,96.96594448,103.2476968
1.525,88.26604822,95.38927127,98.58409482,88.27472318,87.76046096,105.5091493,97.26739919,103.6017435
1.53,88.61521519,95.76500529,98.98720917,88.63392056,87.99387148,105.863196,97.56858281,103.9487417
1.535,88.95814703,96.14995645,99.38435948,89.00179291,88.22809529,106.218327,97.88142337,104.2965532
1.54,89.30650073,96.5319256,99.79425114,89.35611064,88.4726206,106.5889102,98.18802886,104.6397561
1.545,89.66813795,96.93883523,100.1922147,89.72669389,88.72826072,106.966813,98.48243516,104.9802481
1.55,90.02299786,97.33544337,100.5974978,90.1102896,88.99203359,107.3100159,98.7844321,105.3250776
1.555,90.4014428,97.73720227,100.9992567,90.48168614,89.19670832,107.6811414,99.07829621,105.6628587
1.56,90.75847145,98.11266518,101.4088773,90.87097477,89.39026827,108.0435919,99.36700957,106.0095858
1.565,91.09598145,98.48595939,101.8109072,91.25457048,89.57840637,108.4307118,99.65951823,106.3579395
1.57,91.45382337,98.88554953,102.2077865,91.63681073,89.74214616,108.7988552,99.96910571,106.6962628
1.575,91.80543017,99.2805311,102.626082,92.02718372,89.89693991,109.1859751,100.2865549,107.0654906
1.58,92.16191664,99.6993688,103.0294674,92.40617086,90.0037503,109.5595404,100.5831299,107.3899882
1.585,92.52355385,100.0992301,103.4266178,92.78163379,90.12032003,109.9265995,100.8802472,107.7575894
1.59,92.87895595,100.4985491,103.8332563,93.1467952,90.21384689,110.2782063,101.1689605,108.1024189
1.595,93.24601501,100.882687,104.2504675,93.53093309,90.32418148,110.632524,101.4644512,108.4437242
1.6,93.58298283,101.2768553,104.6576482,93.90585383,90.45267926,111.01124,101.7577732,108.7817764
1.605,93.94922861,101.6699392,105.0642868,94.27399727,90.61940107,111.3628468,102.0592279,109.1276902
1.61,94.30191978,102.0546193,105.4695699,94.65840624,90.79100253,111.7079474,102.347128,109.4622182
1.615,94.68388893,102.4620711,105.8989802,95.03278481,90.96450164,112.0741932,102.6244555,109.8119274
1.62,95.04986362,102.878469,106.3096851,95.41122974,91.16944747,112.4431499,102.9044939,110.1380515
1.625,95.40933211,103.2821256,106.7209322,95.78886142,91.39635179,112.7952989,103.2048642,110.4855919
1.63,95.76744511,103.6852399,107.1294684,96.1835719,91.60699055,113.1864852,103.5133673,110.811445
1.635,96.12826906,104.0940472,107.5336671,96.57882458,91.8469073,113.55002,103.814551,111.1508526
1.64,96.489093,104.510174,107.9622642,96.94995002,92.06486557,113.913826,104.0756129,111.4929712
1.645,96.85723644,104.9390421,108.3735113,97.34981125,92.28987223,114.2795296,104.316614,111.8120469
1.65,97.22483769,105.3638438,108.8007528,97.75563652,92.50322192,114.6455043,104.5519222,112.1536233
1.655,97.5794265,105.7623496,109.2250124,98.13679241,92.74368086,115.0068704,104.7986163,112.4900489
1.66,97.9345575,106.1296798,109.6389705,98.51577954,92.96028367,115.375556,105.0607626,112.8150886
1.665,98.30080329,106.514902,110.0583503,98.9007307,93.18393486,115.7404464,105.3364635,113.1368753
1.67,98.67057328,106.9182875,110.4831521,99.28812169,93.38996505,116.0958485,105.657979,113.4651681
1.675,99.05118697,107.3349564,110.8957547,99.66222915,93.59491089,116.4398647,105.9862719,113.8072867
1.68,99.41960149,107.768162,111.3094416,100.0569396,93.80202546,116.7922848,106.306432,114.1521162
1.685,99.80265501,108.1658545,111.7339723,100.4432463,94.0137486,117.1631391,106.5878259,114.4896262
1.69,100.1770336,108.5827946,112.1476592,100.8512403,94.23658652,117.5231498,106.8770814,114.8238831
1.695,100.5381286,108.9859089,112.5692079,101.2275165,94.46132209,117.8777386,107.1313661,115.1521759
1.7,100.8992236,109.4126083,112.9921119,101.6333418,94.66518356,118.2212126,107.3889038,115.4783
1.705,101.2920365,109.8287351,113.4104075,102.0454022,94.87500904,118.5617046,107.6177058,115.8060507
1.71,101.654487,110.2548923,113.8243655,102.4406548,95.05365891,118.9211731,107.8614178,116.1546755
1.715,102.0077203,110.6498739,114.2654328,102.8565105,95.24505012,119.2779307,108.1116361,116.4845949
1.72,102.3961957,111.0315719,114.7018915,103.248239,95.42505545,119.6403812,108.3493841,116.8012308
1.725,102.7632547,111.4384816,115.1356393,103.6529799,95.61807323,119.9946989,108.6123437,117.1254573
1.73,103.1435973,111.8659943,115.5645074,104.0441662,95.82057922,120.3427815,108.8912977,117.4529369
1.735,103.5027947,112.3151943,115.9952732,104.4442985,95.98052373,120.6838157,109.1539862,117.7842117
1.74,103.885306,112.7627678,116.4111289,104.8308762,96.16242671,121.0085843,109.4345668,118.0908172
1.745,104.2569737,113.1891961,116.8169542,105.2315507,96.31993136,121.3504318,109.7037616,118.4174835
1.75,104.6402983,113.6091182,117.2471778,105.6476775,96.49885232,121.7142378,109.9819023,118.7414389
1.755,105.0100683,114.0168411,117.6662865,106.0499786,96.67343582,122.0606938,110.2264276,119.0578037
1.76,105.3982726,114.4459803,118.087293,106.4479422,96.83825996,122.3973906,110.4695975,119.3855544
1.765,105.754759,114.8705109,118.5142635,106.8518698,96.98356548,122.7514372,110.7124962,119.7200823
1.77,106.1342883,115.3023611,118.9461136,107.2679966,97.1033883,123.0740371,110.949431,120.0226214
1.775,106.5230348,115.7163191,119.364138,107.68575,97.22890408,123.4085651,111.2188968,120.3633845
1.78,106.9058172,116.1302772,119.813067,108.0921174,97.35848621,123.7504126,111.4729103,120.6943883
1.785,107.2815512,116.5282408,120.2338024,108.5152926,97.48779729,124.1266888,111.7304481,121.0107531
1.79,107.6491525,116.9492472,120.6849001,108.9222022,97.61737944,124.4745003,111.9662984,121.3233226
1.795,108.0324771,117.3938387,121.1086174,109.3331783,97.74262411,124.7933049,112.1956426,121.638603
1.8,108.3968252,117.8330084,121.541823,109.7471363,97.85322979,125.1289172,112.4412523,121.9302984
1.805,108.7888248,118.2738045,121.9595764,110.1583834,97.97115497,125.4466375,112.6630058,122.2317531
1.81,109.1529018,118.7097211,122.3933242,110.5755946,98.09504419,125.7920092,112.9105132,122.5150446
1.815,109.5449014,119.1385892,122.839,110.9822331,98.22679506,126.1362965,113.1569361,122.8156861
1.82,109.9179245,119.584265,123.2819649,111.4024263,98.37101621,126.4602519,113.3773342,123.1168697
1.825,110.3118217,120.021266,123.710562,111.8049985,98.50439365,126.7844783,113.6183353,123.4313368
1.83,110.6967729,120.4799542,124.1592198,112.229258,98.64319294,127.0965056,113.8661137,123.7279119
1.835,111.0744046,120.9012318,124.5959496,112.6537887,98.77114854,127.4239852,114.1336819,124.0266557
1.84,111.4479698,121.3263046,125.0332216,113.0783193,98.8972065,127.7460429,114.3847134,124.3202487
1.845,111.838885,121.7497509,125.486217,113.5047476,99.04359638,128.0699983,114.6305942,124.6298362
1.85,112.2208542,122.1824143,125.9327061,113.9243986,99.19052843,128.3936826,114.85289,124.9171941
1.855,112.6120405,122.6064028,126.372689,114.3665502,99.33718942,128.6926975,115.0716615,125.1983169
1.86,112.9856057,123.0406927,126.8058946,114.7837614,99.48547694,128.9860194,115.2730831,125.4740178
1.865,113.3827561,123.4801334,127.2350338,115.2104608,99.62048095,129.2885585,115.4755891,125.7640867
1.87,113.7763822,123.9317734,127.6731191,115.6252321,99.73623738,129.583507,115.683517,126.0495469
1.875,114.1578091,124.3812445,128.1057825,116.0728056,99.86202424,129.8985163,115.8854808,126.3385314
1.88,114.5549594,124.8301735,128.5360061,116.4970652,99.97994942,130.2070194,116.0774142,126.63104
1.885,114.9396395,125.2856086,128.9648742,116.919156,100.0948926,130.4857024,116.2810046,126.9118918
1.89,115.3286571,125.74755,129.4189539,117.3423312,100.1816422,130.7624877,116.4650763,127.2152441
1.895,115.7309582,126.1864486,129.8676118,117.7706571,100.254566,131.0503878,116.6602628,127.4952825
1.9,116.1313616,126.636733,130.3097635,118.216333,100.3098688,131.3166005,116.8551782,127.7688147
1.905,116.5033003,127.0761737,130.7792954,118.6489964,100.3711357,131.5944702,117.0490093,128.0334008
1.91,116.8955709,127.5259159,131.224158,119.0824731,100.4340291,131.8587853,117.2463645,128.3191322
1.915,117.2840463,127.9835199,131.6663097,119.5257091,100.5023444,132.1233714,117.397634,128.5834473
1.92,117.6811966,128.4050685,132.1008707,119.9713849,100.551141,132.3836201,117.5334513,128.8743294
1.925,118.0791602,128.8431538,132.5519684,120.4037773,100.6129501,132.6319407,117.6665576,129.1513858
1.93,118.4706176,129.29886,132.9811077,120.8407782,100.6885849,132.8610137,117.8067124,129.4262734
1.935,118.8520446,129.7320656,133.4256991,121.2886228,100.768286,133.0895446,117.9362945,129.6922151
1.94,119.2638339,130.1853321,133.8838452,121.7324009,100.8718433,133.2972014,118.0672322,129.9684582
1.945,119.6460741,130.6437492,134.3311476,122.1675042,100.9848888,133.4815442,118.1927479,130.258527
1.95,120.0535259,131.1102992,134.7917336,122.595288,101.0784157,133.645555,118.2998294,130.534499
1.955,120.4533872,131.5711562,135.2433735,123.0352709,101.1629965,133.7905895,118.3692291,130.8088445
1.96,120.8516219,132.0263203,135.7023328,123.4820311,101.2546257,133.9312864,118.4245319,131.0493034
1.965,121.2444347,132.4801289,136.1520751,123.9244538,101.3541166,134.0700857,118.4749551,131.3073834
1.97,121.644567,132.9613179,136.5917869,124.3644368,101.4742106,134.2059029,118.5167033,131.5592282
1.975,122.0555431,133.4213617,137.0285167,124.8196009,101.5948467,134.3447023,118.5581804,131.8040246
1.98,122.4583863,133.8944178,137.4657887,125.2761204,101.6992172,134.4664227,118.5668554,132.051803
1.985,122.8590609,134.3672029,137.9144465,125.729929,101.8011479,134.5922096,118.5961334,132.3125939
1.99,123.2678681,134.8145053,138.364731,126.1688276,101.909856,134.7242316,118.615381,132.5592879
1.995,123.6723379,135.2639765,138.8318231,126.6245338,102.0166664,134.854627,118.6489964,132.8211631
2,124.0583735,135.7264601,139.2840052,127.0796979,102.1150729,134.9999325,118.7053836,133.0605377
2.005,124.4758557,136.1680695,139.7586879,127.5332354,102.2159193,135.1268038,118.77397,133.3319012
2.01,124.8795123,136.6329929,140.2214426,127.9802668,102.3181211,135.2422891,118.8544844,133.5989272
2.015,125.2948258,137.0987296,140.6801309,128.4226895,102.3739661,135.356419,118.9160224,133.8586337
2.02,125.6765238,137.5631108,141.1542714,128.8680943,102.426558,135.4659403,118.9954524,134.0860801
2.025,126.0956326,138.0215281,141.622719,129.3267825,102.4818609,135.585492,119.0840997,134.3178641
2.03,126.493054,138.476421,142.0678527,129.791977,102.5141209,135.6801033,119.1757289,134.5458528
2.035,126.9162292,138.9557123,142.5127153,130.2463278,102.5295731,135.7717325,119.2632917,134.7629978
2.04,127.3209701,139.4474739,142.9665239,130.7258903,102.5149341,135.8405899,119.3305226,134.9847513
2.045,127.749296,139.9327292,143.4113865,131.1929824,102.4913491,135.9327613,119.3947715,135.1845464
2.05,128.151326,140.4068698,143.8733279,131.6644121,102.4195096,136.0214086,119.4628157,135.3759376
2.055,128.5625732,140.8999868,144.3282209,132.1293354,102.3869785,136.1054472,119.4845031,135.5497078
2.06,128.9743625,141.3754828,144.7926021,132.6040182,102.356074,136.1894858,119.5183896,135.6947422
2.065,129.3999775,141.8623647,145.2702669,133.0610799,102.3436038,136.2748799,119.5574269,135.8134807
2.07,129.806616,142.3267459,145.7235333,133.5322384,102.3251695,136.348617,119.6119165,135.9327614
2.075,130.2154233,142.8138989,146.1968606,133.9977041,102.2948071,136.430758,119.6788763,136.0514998
2.08,130.6293814,143.2850574,146.6691035,134.4740133,102.2682401,136.5242849,119.7306549,136.1442134
2.085,131.0278872,143.744559,147.1421596,134.9327016,102.264987,136.6365171,119.7973436,136.2279809
2.09,131.4415741,144.2252058,147.6119627,135.3843415,102.2628183,136.765286,119.8491223,136.3231344
2.095,131.8628516,144.6990752,148.0787838,135.8587531,102.2763729,136.8764339,119.8827378,136.4348244
2.1,132.2754542,145.1997828,148.5542798,136.3125617,102.2622761,136.9978833,119.9572881,136.5410926
2.105,132.7013403,145.6866647,149.0227274,136.7842625,102.2438418,137.1130975,119.9968676,136.6549514
2.11,133.1136718,146.1789685,149.4876508,137.2605718,102.2270341,137.2185524,120.0421401,136.7875156
2.115,133.5327806,146.6680191,149.9552851,137.7355256,102.1904366,137.3372909,120.0532548,136.9233329
2.12,133.9605644,147.1513768,150.4150578,138.2175278,102.1833882,137.4516919,120.0543392,137.0553549
2.125,134.3831974,147.6401563,150.885132,138.6854332,102.1459774,137.5744967,120.0220792,137.2028291
2.13,134.8210115,148.1313757,151.3600858,139.1712308,102.106669,137.6929641,120.0291276,137.3324113
2.135,135.2504219,148.6204263,151.8342263,139.6448291,102.0199195,137.7870331,120.0150308,137.4644332
2.14,135.6716994,149.094838,152.3015896,140.1338798,101.9150067,137.8968255,120.0134043,137.5826295
2.145,136.0837598,149.5871417,152.7741036,140.6183218,101.8176846,138.0131242,120.0085246,137.7038078
2.15,136.501242,150.0756501,153.2495996,141.1049326,101.7244288,138.1275251,119.991988,137.8084494
2.155,136.9040853,150.5522305,153.7316018,141.5736513,101.6436433,138.2164434,119.9537639,137.9025185
2.16,137.3310558,151.0621553,154.2024893,142.0469786,101.5352063,138.3078016,119.8990033,137.9941477
2.165,137.7634481,151.5728933,154.6926243,142.5246434,101.4443904,138.3633755,119.8480379,138.0871324
2.17,138.1923162,152.0698056,155.2076997,143.0172182,101.3427307,138.4156963,119.7688789,138.1703578
2.175,138.6089852,152.5588562,155.6783161,143.4989493,101.2635718,138.4457876,119.6864668,138.2633424
2.18,139.0562876,153.0587505,156.162216,144.0012835,101.2117931,138.4878069,119.5758612,138.3565982
2.185,139.488951,153.5713862,156.6450315,144.4827435,101.1610989,138.5170849,119.4476345,138.4384681
2.19,139.9327292,154.0707384,157.1286603,144.9587817,101.1152842,138.5135607,119.3185945,138.5170849
2.195,140.372441,154.5763256,157.6282835,145.4502722,101.0710962,138.4916022,119.1770843,138.5824182
2.2,140.8004959,155.067545,158.1281778,145.9512509,101.0279925,138.4810296,119.0518396,138.6507334
2.205,141.2537623,155.5438543,158.5998785,146.4449101,101.0084739,138.5092232,118.9509933,138.7174221
2.21,141.6614852,156.0399533,159.0563981,146.9410091,100.9859732,138.5073255,118.8333392,138.775707
2.215,142.1017393,156.5520468,159.5234902,147.4360238,100.9688944,138.5271153,118.7314085,138.8339919
2.22,142.5316918,157.0657668,159.986516,147.9275142,100.9301282,138.5441941,118.6175497,138.8743846
2.225,142.952156,157.576776,160.4582167,148.4255109,100.8775362,138.5699479,118.5218541,138.9164039
2.23,143.3964764,158.1007975,160.9662438,148.9267607,100.800546,138.5965149,118.4275139,138.9305007
2.235,143.829682,158.6058426,161.450957,149.4179801,100.7373815,138.6125094,118.3429331,138.937278
2.24,144.2702071,159.1076345,161.9475982,149.9216697,100.6701506,138.6255218,118.281124,138.9085423
2.245,144.6998885,159.616746,162.4453238,150.4221062,100.5996666,138.6135938,118.2057604,138.8502574
2.25,145.1463776,160.1497136,162.9460314,150.9230849,100.527556,138.6095274,118.1425958,138.76405
2.255,145.5982886,160.6672289,163.4602936,151.4294854,100.4464994,138.6043766,118.0574728,138.6621193
2.26,146.0447777,161.1885396,163.9748269,151.9190783,100.3521592,138.5826892,117.9731631,138.4951264
2.265,146.4801521,161.697651,164.4679439,152.4403889,100.2618855,138.5444652,117.8598465,138.2926204
2.27,146.9301654,162.2029672,164.9591633,152.9438074,100.1932991,138.5268442,117.7370416,138.0998737
2.275,147.375028,162.7305129,165.4468585,153.4681001,100.1084472,138.5038013,117.5743862,137.892217
2.28,147.818264,163.244233,165.9280474,153.9690787,100.0336257,138.4861803,117.321186,137.67209
2.285,148.2530962,163.7693389,166.4040856,154.4640934,99.95988858,138.4742523,116.9909955,137.4511497
2.29,148.7041939,164.2882097,166.9023534,154.9791689,99.88154288,138.4571735,116.6098396,137.2041846
2.295,149.1444479,164.785122,167.4071274,155.4893647,99.83952357,138.4400946,116.2219064,136.941496
2.3,149.5933768,165.2861007,167.89916,156.0131152,99.83355953,138.4222026,115.8144546,136.6706748
2.305,150.0344441,165.7973809,168.4218261,156.4972861,99.82163148,138.4024128,115.4089004,136.4134081
2.31,150.4958433,166.3287219,168.9331063,157.0093796,99.83247517,138.373677,114.9971111,136.1696961
2.315,150.9512785,166.8717199,169.4278499,157.5239129,99.837897,138.3110547,114.5292057,135.9145982
2.32,151.4080691,167.3886931,169.9442808,158.0248916,99.85118053,138.2145458,114.0504566,135.6684463
2.325,151.862691,167.9203052,170.4439041,158.5321054,99.86093987,138.1221033,113.5638457,135.4271741
2.33,152.3208371,168.4427002,170.9473226,159.0477231,99.90160372,138.0171906,113.0907896,135.1848175
2.335,152.7621755,168.9894935,171.4469458,159.5760821,99.9411832,137.9391159,112.6323724,134.9497804
2.34,153.2132732,169.5143283,171.9449425,160.095224,99.96531042,137.8670054,112.2227518,134.6887185
2.345,153.6803654,170.0646459,172.4402283,160.6346978,99.98943763,137.8445047,111.8231617,134.4485306
2.35,154.113842,170.5959869,172.9374117,161.1630569,100.0010946,137.8464024,111.4346863,134.203192
2.355,154.5535539,171.1050983,173.4378482,161.7017174,100.0195289,137.8618546,111.0407891,133.9356239
2.36,155.0027539,171.6220715,173.9358448,162.2327874,100.0507045,137.9214949,110.6368615,133.6826947
2.365,155.4595446,172.1582922,174.4414321,162.765755,100.0883863,138.0079734,110.195252,133.4183796
2.37,155.9309742,172.6798739,174.9725021,163.2751375,100.0970613,138.0724934,109.7311419,133.1513537
2.375,156.4045726,173.2326312,175.4816135,163.7804537,100.0959769,138.1690023,109.1640166,132.8989667
2.38,156.8643452,173.763159,175.9975023,164.297969,100.0967902,138.2720174,108.5155637,132.6324829
2.385,157.333335,174.3020906,176.5204395,164.8127734,100.0848622,138.3804543,107.8188563,132.3554265
2.39,157.7969029,174.8326184,177.0330752,165.3468254,100.0824223,138.496753,107.0969373,132.072406
2.395,158.246103,175.3682969,177.5587232,165.8751844,100.0772716,138.6062743,106.3934526,131.7498061
2.4,158.7218701,175.9153613,178.0903354,166.4002903,100.0631748,138.7209463,105.7596387,131.394404
2.405,159.185167,176.4711007,178.6029711,166.9462704,100.0479936,138.8147443,105.2047126,130.9633672
2.41,159.6536146,176.9986464,179.1139802,167.5006542,100.0135649,138.9036626,104.7321986,130.466726
2.415,160.1025435,177.5543858,179.6304111,168.0282,99.96097294,139.0072199,104.3250179,129.9161373
2.42,160.5636717,178.0903354,180.1560592,168.5736378,99.93115279,139.0920718,103.9739533,129.3208185
2.425,161.0356435,178.6243873,180.6730324,169.1104007,99.89103113,139.1639113,103.685511,128.702999
2.43,161.4948739,179.1785001,181.1802462,169.6474347,99.8487407,139.1677066,103.4523715,128.1136442
2.435,161.9690145,179.7106545,181.6969482,170.1660344,99.78747384,139.1373442,103.2531187,127.5082949
2.44,162.4531855,180.2506705,182.2296447,170.6821943,99.70777269,139.0430041,103.0641673,126.941983
2.445,162.9351877,180.7890599,182.7506843,171.2257345,99.64515033,138.9139641,102.8917525,126.3656406
2.45,163.411497,181.3279915,183.269284,171.7532802,99.57927489,138.7342299,102.7147292,125.7892982
2.455,163.8856375,181.8685497,183.7941188,172.3052243,99.50662214,138.5395855,102.5539714,125.16931
2.46,164.3619468,182.4245601,184.3268153,172.847409,99.43207174,138.3389772,102.3980933,124.5005251
2.465,164.8374428,182.9808417,184.8568009,173.3792922,99.34396672,138.1378267,102.2376067,123.8241497
2.47,165.3248669,183.5604372,185.4025098,173.9331339,99.22848137,137.9534838,102.1096511,123.1290688
2.475,165.7990075,184.1096703,185.9403571,174.4888733,99.1140804,137.7959792,101.9562128,122.3832937
2.48,166.2758589,184.6746268,186.4917589,175.0473236,98.99588413,137.6674814,101.8057565,121.6133914
2.485,166.7475596,185.229824,187.0100875,175.6008942,98.86657307,137.5620265,101.651776,120.7936081
2.49,167.2141096,185.7974914,187.5286872,176.140368,98.72452066,137.4592825,101.4956269,119.9423781
2.495,167.69069,186.3513331,188.0375276,176.6868902,98.55291919,137.3207543,101.3221277,119.026628
2.5,168.1680837,186.9054459,188.5718507,177.2231109,98.35963035,137.1396646,101.1456466,118.0685876
2.505,168.6639116,187.4508837,189.1107823,177.7699042,98.15197358,136.9051697,100.9770271,117.112987
2.51,169.1510646,187.9933396,189.6388702,178.3164264,97.96220893,136.6514272,100.8046124,116.1926284
2.515,169.6241207,188.5566695,190.166416,178.8697259,97.78030593,136.3773528,100.6167454,115.3115783
2.52,170.1085628,189.1254213,190.6915219,179.4151638,97.63228952,136.0959589,100.4193901,114.4969457
2.525,170.5940892,189.7004082,191.2445503,179.9738852,97.48129106,135.826222,100.2336919,113.7246035
2.53,171.0809711,190.2840701,191.7956811,180.5317932,97.3170091,135.5808835,100.0181735,113.001058
2.535,171.5521297,190.8495687,192.3519626,181.0815686,97.13781703,135.3436776,99.83247516,112.3046217
2.54,172.0503974,191.3920246,192.8971294,181.6381212,96.93124465,135.142256,99.64108396,111.6314994
2.545,172.551105,191.9588787,193.4569351,182.2060597,96.69593648,134.9438164,99.4938808,110.9185264
2.55,173.0388002,192.5346789,194.0012886,182.758817,96.44897134,134.7358885,99.34098469,110.2144995
2.555,173.5487249,193.1007197,194.5429311,183.3186228,96.19360232,134.5122373,99.19242608,109.4931228
2.56,174.0263897,193.6713692,195.0951463,183.879784,95.949077,134.276387,99.08805552,108.7920779
2.565,174.5205911,194.2365968,195.6175413,184.4211554,95.71647975,133.9966196,99.00157705,108.1338657
2.57,175.0042199,194.7958603,196.1483401,184.9852987,95.51316049,133.6393199,98.922147,107.5838192
2.575,175.482969,195.3589192,196.687814,185.5442911,95.32258255,133.1852402,98.86196448,107.1020881
2.58,175.9853031,195.945292,197.2188839,186.1111453,95.15586073,132.6501039,98.7906672,106.7125284
2.585,176.4851975,196.5430506,197.765135,186.6603784,95.01028413,132.0878583,98.70256218,106.4124291
2.59,176.9753325,197.1343031,198.3121994,187.2318411,94.83705613,131.53239,98.59927598,106.1825428
2.595,177.4844439,197.6968197,198.880409,187.8019483,94.666539,130.9975248,98.50439365,106.0079593
2.6,177.9832539,198.2671981,199.4358773,188.3812727,94.52204679,130.4979016,98.42035502,105.8710577
2.605,178.4910099,198.8280882,200.0000205,188.9624948,94.37674127,130.0606296,98.34824446,105.7290053
2.61,178.9865667,199.3962978,200.5750074,189.517963,94.23414669,129.6553465,98.29077288,105.5910192
2.615,179.4758885,199.9731824,201.1399639,190.0956608,94.08233497,129.3205474,98.25254885,105.4077608
2.62,179.9752406,200.5625372,201.6959744,190.6589908,93.91886626,128.9952366,98.19290852,105.2104056
2.625,180.4713396,201.1494521,202.2652683,191.2293692,93.76976547,128.7244153,98.1264909,105.0046464
2.63,180.98018,201.7247101,202.7998625,191.7791445,93.59572417,128.4817876,98.07145915,104.8029537
2.635,181.4776345,202.3018658,203.3572284,192.3628063,93.44093042,128.2581364,98.01208992,104.6156289
2.64,181.9864749,202.8868831,203.8953467,192.9212566,93.29210071,128.0499375,97.96383548,104.445654
2.645,182.4982973,203.4935878,204.4540681,193.497599,93.143271,127.8593596,97.91368337,104.2998063
2.65,183.0114751,204.0815872,204.9864935,194.0777367,92.99742331,127.6807097,97.85106105,104.1338978
2.655,183.5127249,204.6725685,205.5430461,194.6445908,92.85401545,127.5177832,97.77813721,103.9243434
2.66,184.0334933,205.2513508,206.0901105,195.2285238,92.74124101,127.3475371,97.70629772,103.691475
2.665,184.5458579,205.8306751,206.6542538,195.804595,92.65205163,127.1756646,97.5975897,103.4252623
2.67,185.0541561,206.4081019,207.247946,196.3687383,92.56232006,126.9907796,97.52791895,103.1465793
2.675,185.5559481,207.0034207,207.8204931,196.9540267,92.48722748,126.7958642,97.43872956,102.8424137
2.68,186.0829516,207.5895224,208.4046972,197.5401283,92.43246682,126.548628,97.34438942,102.4954155
2.685,186.5839303,208.2040888,208.9851059,198.1118622,92.36523591,126.1707252,97.24083214,102.1375736
